Date,EEM,EFA,EWJ,IAU,QQQ,SPY,pnl,tc
2010-01-05,0.0,0.0,0.15496228823575467,0.31738822582458176,0.20584462262319952,0.3218048633164641,0.000734118900205332,0.0006914810387255006
2010-01-06,0.0,0.0,0.15925307829414437,0.3238036073428372,0.20209142791927254,0.31485188644374595,0.0049829760012184915,1.4218614518503925e-05
2010-01-07,0.0,0.0,0.15939324262925098,0.31701183772547653,0.20650981875885094,0.31708510088642156,-0.0020481004708224632,1.0754307754300446e-05
2010-01-08,0.0,0.0,0.1580079709661966,0.3199768475744435,0.20572489820309003,0.3162902832562698,0.006159914155201829,6.967947579848449e-06
2010-01-11,0.0,0.0,0.15740996588404854,0.3238348837684524,0.205679341556281,0.31307580879121805,0.005379594901457372,6.212094247580055e-06
2010-01-12,0.0,0.0,0.15750285116370616,0.31996529160760817,0.21035539317819596,0.3121764640504897,-0.011551960664824846,9.798614077667744e-06
2010-01-13,0.0,0.0,0.15448894704473923,0.3231536064412583,0.20895347191039707,0.31340397460360553,0.009220022433111468,9.082752943152958e-06
2010-01-14,0.0,0.0,0.15570434775304273,0.324552153943872,0.2056545753204712,0.31408892298261415,0.004694335988558391,5.568646110806333e-06
2010-01-15,0.0,0.0,0.15506678544276967,0.32593413329992016,0.20611702864554005,0.31288205261177016,-0.009646748042547965,5.0499626723411045e-06
2010-01-19,0.0,0.0,0.15470778362148901,0.32562483268150544,0.2107995888872316,0.30886779480977394,0.009068949743016709,1.0066077227555461e-05
2010-01-20,0.0,0.0,0.15570853616831787,0.3261491029803823,0.21119111979727212,0.30695124105402777,-0.017566722496824307,8.917852054350078e-06
2010-01-21,0.0,0.0,0.157824005295399,0.32427999221281967,0.2048663301309676,0.3130296723608138,-0.011962308339288243,1.6926911596273464e-05
2010-01-22,0.0,0.0,0.15999140012640195,0.3265927630215935,0.20313990373698348,0.3102759331150211,-0.01559832107206176,5.213255634133371e-06
