Date,EEM,EFA,EWJ,IAU,QQQ,SPY,pnl,tc
2010-01-05,0.041895907110536174,0.04163169199880406,0.1580315444585282,0.27952050825551805,0.19593295252223833,0.28298739565437525,0.0012027442486169453,0.0005186107790441255
2010-01-06,0.02089146085990224,0.020803808736675627,0.15859295313745014,0.3033635080865523,0.19797428682498358,0.298373982354436,0.004715775356021057,8.352759910934024e-05
2010-01-07,0.010407029119003843,0.01038369421319151,0.15845602343256557,0.3095391032967229,0.20252513422242183,0.3086890157160943,-0.0021605433909059886,4.1695269596577884e-05
2010-01-08,0.0052122878504311815,0.005200548196235001,0.15867961873218073,0.3145445483106929,0.20432154135652422,0.3120414555539359,0.006182973798667086,2.213836074345401e-05
2010-01-11,0.0012934029916023507,0.0013037602597938023,0.1570086939466286,0.3230714913587622,0.20628084267148242,0.3110418087717307,0.005354350736925593,2.0044208250170604e-05
2010-01-12,0.00032185803759000626,0.00032584799181054356,0.15598877409236947,0.3195219171142982,0.21295909975439556,0.3108825030095362,-0.011585822899230875,1.3795669443699577e-05
2010-01-13,7.997233525883598e-05,8.139315717172234e-05,0.15287015052895264,0.32457179508048867,0.20857686460680913,0.31381982429131894,0.009216895691590518,1.6230132716124635e-05
2010-01-14,1.9848084448078915e-05,2.0407477074202273e-05,0.15515777184175403,0.3256436388023807,0.20431075361876475,0.3148475801755784,0.0046907619818486275,7.20843819953271e-06
2010-01-15,9.904307678188464e-06,1.0140050656788048e-05,0.1547916518443116,0.3264800665834489,0.2054469029463698,0.31326133426753466,-0.009648845282791179,5.3022995155389095e-06
2010-01-19,2.5030220513962726e-06,2.536744413854404e-06,0.15463976186509482,0.32576110202423225,0.21063101225879372,0.3089630840854139,0.009067844300564183,1.0665066248704744e-05
2010-01-20,1.2428224867469859e-06,1.2576454794144606e-06,0.15509266788197265,0.3253120246980805,0.2111917352810983,0.3084010716708823,-0.0175447255541144,5.876987116567402e-06
2010-01-21,3.048248123237961e-07,3.1133162523688916e-07,0.15779854964697285,0.3243369163456552,0.20657972110347622,0.31128419674745805,-0.01193912504298135,1.0654681457196688e-05
2010-01-22,7.567561402933374e-08,7.751233407651137e-08,0.16068434130038295,0.32557012440791083,0.20416816104707633,0.30957722005668176,-0.015619311856860186,6.264424835270895e-06
2010-01-25,1.8969957519335557e-08,1.9524548937770875e-08,0.16366583602912158,0.322074044465353,0.20055241784724367,0.3137076631637752,0.004571152196701352,1.2836499856028466e-05
2010-01-26,4.655331219715886e-09,4.866413303708771e-09,0.1612319234672029,0.3272901528162579,0.1958411686354471,0.3156367455593476,-0.0027061122541753493,1.3057881188197128e-05
2010-01-27,1.16208697721154e-09,1.216550969737237e-09,0.16240068157782797,0.32440423248273165,0.19481930398690994,0.31837577957389246,-0.001069617405177762,5.7254668483252984e-06
2010-01-28,5.831744529324709e-10,6.043636455699419e-10,0.16297726633544088,0.3289287448238565,0.19057978974870438,0.3175141979044603,-0.010585299448084198,3.528608523682333e-06
2010-01-29,1.4576012853565052e-10,1.5049815695673164e-10,0.16406925225983568,0.32911302327484726,0.1836811657578919,0.32313655841116695,-0.010699456538763016,1.4733611689725225e-05
2010-02-01,7.363889233890035e-11,7.54086480725441e-11,0.16212467627953753,0.33098508696938106,0.18042009475026202,0.3264701418517719,0.015966291710519557,7.015787843472574e-06
2010-02-02,3.6713141939381387e-11,3.790909694328455e-11,0.16553423982530313,0.3253514164659594,0.17989802954853312,0.3292163140855822,0.01101711580269205,9.088310629195124e-06
2010-02-03,1.831731265463116e-11,1.882408244223218e-11,0.16343451157844086,0.3254105530982523,0.1795499436450348,0.3316049916411306,-0.0036956127356860408,6.114324670740794e-06
2010-02-04,9.022535461990783e-12,9.317267555947157e-12,0.16528243521987182,0.32271474900523506,0.17798712388763918,0.33401569186891406,-0.03184532009876523,4.624129717792562e-06
2010-02-05,4.44992676460791e-12,4.639348568156945e-12,0.17000659794617332,0.3190137350920115,0.17706437205713038,0.3339152948955956,0.00239178937087411,1.098475386392185e-05
2010-02-08,2.217289042064799e-12,2.2882840848898025e-12,0.17176822275936793,0.3186124618264856,0.17627233347473167,0.3333469819349092,-0.006573091556174136,3.7254581248360405e-06
2010-02-09,1.131537472527781e-12,1.1665930321728948e-12,0.17206006074922614,0.318492033541603,0.17566757706778563,0.3337803286390871,0.011179634072226939,2.319268338656163e-06
2010-02-10,5.653997217770566e-13,5.80737523174751e-13,0.17596726045040795,0.3180253287812416,0.17422409375909736,0.3317833170081069,-0.0019890511057496932,7.116888333100159e-06
2010-02-11,2.863004516775325e-13,2.892564418906903e-13,0.1762056606308839,0.3200331815116004,0.17359922049617504,0.3301619373607652,0.013115782587351996,3.365370442214215e-06
2010-02-12,1.4152244683462808e-13,1.4356412132523123e-13,0.17730135074031078,0.3187805048330229,0.17132300413361543,0.3325951402927658,-0.0013184377365766619,8.450214779086787e-06
2010-02-16,7.136756492409618e-14,7.215361464837662e-14,0.17712737107391238,0.32040362305840736,0.17184228367870655,0.3306267221888301,0.016711817743257206,4.350174655819318e-06
2010-02-17,1.787796488457881e-14,1.8034856496665582e-14,0.18523066107840813,0.3118521334723825,0.16935748134419554,0.33355972410497786,0.001498625424085155,2.0505060612384175e-05
2010-02-18,8.924286751092132e-15,9.019321354456977e-15,0.1859027352575047,0.3134167681675931,0.16690813970971724,0.333772356865167,0.005431354974434749,5.172620800191026e-06
2010-02-19,4.440863012918424e-15,4.4989404018515706e-15,0.1857769325697167,0.31384280080440863,0.16627309038884808,0.33410717623701763,-0.0038515382178487224,5.678063829613271e-06
2010-02-22,1.110571154848793e-15,1.125789570148873e-15,0.19350316056937153,0.3109375764060422,0.16634126299678717,0.32921800002779694,0.0009362774309257153,1.2265372750911284e-05
2010-02-23,5.480570046688452e-16,5.60748497742585e-16,0.19199188455422414,0.31255043914076047,0.17052655126392788,0.32493112504108634,-0.010481087539113454,1.291622731493696e-05
2010-02-24,1.3782745092072887e-16,1.4056255481777522e-16,0.19307315029181413,0.30407657804471766,0.1757346180671386,0.32711565359632927,0.0035915034645272667,1.1680502634735122e-05
2010-02-25,3.408609367828597e-17,3.4838337270439843e-17,0.19131249558708033,0.30880284163543104,0.1753661598504938,0.3245185029269949,0.0025190434706690843,6.003898615643218e-06
2010-02-26,8.56290780139225e-18,8.717557481202443e-18,0.19252855739060426,0.31068195589661135,0.17606701059024243,0.32072247612254184,0.0051744251877509145,4.677551931093125e-06
2010-03-01,2.1595797740243077e-18,2.1790432540386194e-18,0.1921010986267912,0.3036604236412039,0.18664452027674294,0.317593957455262,0.00790313081927334,1.8764950195972372e-05
2010-03-02,5.424772214524859e-19,5.453206089927026e-19,0.18593391202380039,0.3058395603260529,0.18013267297596733,0.3280938546741794,0.0064569468106034245,2.3429864112865618e-05
2010-03-03,1.353360143610788e-19,1.3749380831697802e-19,0.18379238829006256,0.3042489655774514,0.17348670878658656,0.3384719373458993,0.0033203012428031655,2.2414694841577514e-05
