Date,EEM,EFA,EWJ,IAU,QQQ,SPY,pnl,tc
2010-01-05,0.0,0.0,0.1542594806372497,0.3181883487594504,0.20613807470464038,0.3214140958986595,0.000734118900205332,0.0006914810387255006
2010-01-06,0.0,0.0,0.1542594806372497,0.3181883487594504,0.20613807470464038,0.3214140958986595,0.004938307558943063,0.0
2010-01-07,0.0,0.0,0.1542594806372497,0.3181883487594504,0.20613807470464038,0.3214140958986595,-0.001953169515013356,0.0
2010-01-08,0.0,0.0,0.1542594806372497,0.3181883487594504,0.20613807470464038,0.3214140958986595,0.006143013424182312,0.0
2010-01-11,0.0,0.0,0.1542594806372497,0.3181883487594504,0.20613807470464038,0.3214140958986595,0.0053377866067797096,0.0
2010-01-12,0.0,0.0,0.15184694782639227,0.3227672700535924,0.21547795563394878,0.3099078264860666,-0.011624239904225654,2.7837604446900756e-05
2010-01-13,0.0,0.0,0.15184694782639227,0.3227672700535924,0.21547795563394878,0.3099078264860666,0.009265424201745419,0.0
2010-01-14,0.0,0.0,0.15184694782639227,0.3227672700535924,0.21547795563394878,0.3099078264860666,0.0046522990280710155,0.0
2010-01-15,0.0,0.0,0.15184694782639227,0.3227672700535924,0.21547795563394878,0.3099078264860666,-0.009667424827109274,0.0
2010-01-19,0.0,0.0,0.15184694782639227,0.3227672700535924,0.21547795563394878,0.3099078264860666,0.00918309106144245,0.0
2010-01-20,0.0,0.0,0.15184694782639227,0.3227672700535924,0.21547795563394878,0.3099078264860666,-0.01744618795168807,0.0
2010-01-21,0.0,0.0,0.15184694782639227,0.3227672700535924,0.21547795563394878,0.3099078264860666,-0.011926634720390981,0.0
2010-01-22,0.0,0.0,0.15184694782639227,0.3227672700535924,0.21547795563394878,0.3099078264860666,-0.01573572738630711,0.0
2010-01-25,0.0,0.0,0.15184694782639227,0.3227672700535924,0.21547795563394878,0.3099078264860666,0.004527489473650106,0.0
2010-01-26,0.0,0.0,0.16218025857236576,0.3275706839138336,0.19333277967304124,0.3169162778407594,-0.0027374401177541513,4.429035192181502e-05
2010-01-27,0.0,0.0,0.16218025857236576,0.3275706839138336,0.19333277967304124,0.3169162778407594,-0.0010579495536818554,0.0
2010-01-28,0.0,0.0,0.16218025857236576,0.3275706839138336,0.19333277967304124,0.3169162778407594,-0.010558585130721512,0.0
2010-01-29,0.0,0.0,0.16218025857236576,0.3275706839138336,0.19333277967304124,0.3169162778407594,-0.010730176434694169,0.0
2010-02-01,0.0,0.0,0.16218025857236576,0.3275706839138336,0.19333277967304124,0.3169162778407594,0.01591442092076112,0.0
2010-02-02,0.0,0.0,0.16637425704344408,0.32220924664040507,0.18010762459909035,0.3313088717170604,0.011025507127754219,3.717318469475878e-05
2010-02-03,0.0,0.0,0.16637425704344408,0.32220924664040507,0.18010762459909035,0.3313088717170604,-0.003678514710690762,0.0
2010-02-04,0.0,0.0,0.16637425704344408,0.32220924664040507,0.18010762459909035,0.3313088717170604,-0.03176751443055625,0.0
2010-02-05,0.0,0.0,0.16637425704344408,0.32220924664040507,0.18010762459909035,0.3313088717170604,0.0024460290385246576,0.0
2010-02-08,0.0,0.0,0.16637425704344408,0.32220924664040507,0.18010762459909035,0.3313088717170604,-0.006561469563416987,0.0
2010-02-09,0.0,0.0,0.1740780924861984,0.31718158814228936,0.17538393882477735,0.3333563805467349,0.01115568387414208,1.950268854485751e-05
2010-02-10,0.0,0.0,0.1740780924861984,0.31718158814228936,0.17538393882477735,0.3333563805467349,-0.00198382857696515,0.0
2010-02-11,0.0,0.0,0.1740780924861984,0.31718158814228936,0.17538393882477735,0.3333563805467349,0.013139739821369739,0.0
2010-02-12,0.0,0.0,0.1740780924861984,0.31718158814228936,0.17538393882477735,0.3333563805467349,-0.0012749359994974519,0.0
2010-02-16,0.0,0.0,0.1740780924861984,0.31718158814228936,0.17538393882477735,0.3333563805467349,0.016722445463213657,0.0
2010-02-17,0.0,0.0,0.1740780924861984,0.31718158814228936,0.17538393882477735,0.3333563805467349,0.0015486735413150618,0.0
2010-02-18,0.0,0.0,0.1740780924861984,0.31718158814228936,0.17538393882477735,0.3333563805467349,0.005490749813760427,0.0
2010-02-19,0.0,0.0,0.1740780924861984,0.31718158814228936,0.17538393882477735,0.3333563805467349,-0.0036333250254976775,0.0
2010-02-22,0.0,0.0,0.1740780924861984,0.31718158814228936,0.17538393882477735,0.3333563805467349,0.0007037787084219065,0.0
2010-02-23,0.0,0.0,0.1880087023880119,0.31459149759983046,0.17560356911793584,0.3217962308942218,-0.010520775973878257,2.8300480389943957e-05
2010-02-24,0.0,0.0,0.1880087023880119,0.31459149759983046,0.17560356911793584,0.3217962308942218,0.0035307418240699967,0.0
2010-02-25,0.0,0.0,0.1880087023880119,0.31459149759983046,0.17560356911793584,0.3217962308942218,0.002588649826035527,0.0
2010-02-26,0.0,0.0,0.1880087023880119,0.31459149759983046,0.17560356911793584,0.3217962308942218,0.005206203117866007,0.0
2010-03-01,0.0,0.0,0.1880087023880119,0.31459149759983046,0.17560356911793584,0.3217962308942218,0.007795764930600874,0.0
2010-03-02,0.0,0.0,0.18474250641303488,0.3032671199068232,0.17877650681630294,0.33321386686383914,0.0064490106896218586,2.918114733596869e-05
2010-03-03,0.0,0.0,0.18474250641303488,0.3032671199068232,0.17877650681630294,0.33321386686383914,0.003351608578522175,0.0
2010-03-04,0.0,0.0,0.18474250641303488,0.3032671199068232,0.17877650681630294,0.33321386686383914,-0.00222527986987685,0.0
2010-03-05,0.0,0.0,0.18474250641303488,0.3032671199068232,0.17877650681630294,0.33321386686383914,0.009099391745554382,0.0
2010-03-08,0.0,0.0,0.18474250641303488,0.3032671199068232,0.17877650681630294,0.33321386686383914,-0.0009059323122350163,0.0
2010-03-09,0.0,0.0,0.17380479380652503,0.30444534385756006,0.16282676636196536,0.35892309597394956,0.0002963868034499015,5.377490612169472e-05
2010-03-10,0.0,0.0,0.17380479380652503,0.30444534385756006,0.16282676636196536,0.35892309597394956,-0.0018859155056366564,0.0
2010-03-11,0.0,0.0,0.17380479380652503,0.30444534385756006,0.16282676636196536,0.35892309597394956,0.004220507835005749,0.0
